pair_label,family,config,mode,page_profile,delta_pct_candidate_vs_baseline,signal_classification,baseline_dataset_large_pages_status,baseline_dataset_1gb_pages_status,baseline_scratchpad_large_pages_status,baseline_scratchpad_1gb_pages_status,candidate_dataset_large_pages_status,candidate_dataset_1gb_pages_status,candidate_scratchpad_large_pages_status,candidate_scratchpad_1gb_pages_status
baseline_vs_superscalar_proto,superscalar_proto,JitFastRegs,Light,large_pages_on,-0.750000,likely_noise,all_false,all_false,all_false,all_false,all_false,all_false,all_false,all_false
